userID,itemID,rating,timestamp,service_name,service_sector,service_keyword
,4309,,,স্পন্সরড প্রশিক্ষণ,19,"স্পন্সরড প্রশিক্ষণ, স্পন্সরড, প্রশিক্ষণ, Sponsored Training, Sponsored, Training"
,4312,,,চাকরি নিয়মিতকরণের আবেদন (নাটা),19,"চাকরি নিয়মিতকরণের আবেদন (নাটা) , Service regularization  (NATA)"
,4313,,,গাড়ি রিকুইজিশনের আবেদন (নাটা),19,"গাড়ি রিকুইজিশনের আবেদন (নাটা) , Vehicle requisition application (NATA)"
,4316,,,চাকরি হতে অব্যাহতির জন্য আবেদন (নাটা),19,"চাকরি হতে অব্যাহতির জন্য আবেদন (নাটা) ,  Application for exemption from service (NATA)"
,4318,,,অন্য প্রতিষ্ঠানে চাকরির জন্য আবেদন (নাটা),19,"Applying for a job in another organization (NATA) , অন্য প্রতিষ্ঠানে চাকরির জন্য আবেদন (নাটা)"
,432,,,পাঠদানের জন্য অতিরিক্ত দায়িত্ব পালনের অনুমতি (সরকারি কলেজ শাখা কর্তৃক),16,পাঠদানের জন্য অতিরিক্ত দায়িত্ব পালনের অনুমতি (সরকারি কলেজ শাখা কর্তৃক)
,4320,,,গাাড়ি / জমি / ফ্ল্যাট ক্রয়ের জন্য আবেদন (নাটা),19,"গাাড়ি / জমি / ফ্ল্যাট ক্রয়ের জন্য আবেদন (নাটা) , Application for purchase of car / land / flat (NATA)"
,4321,,,পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা  কর্মচারীদের না-দাবি প্রত্যয়ন (নাটা),19,"NOC of employees at the time of commencement of PRL or on account of transfer (NATA) , পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা  কর্মচারীদের না-দাবি প্রত্যয়ন (নাটা)"
,4323,,,বেনাভোলেন্ট ফান্ড হতে মাসিক অনুদানের বিল ফরম (নাটা),19,"Bill form of monthly donation from Benevolent Fund (NATA) , বেনাভোলেন্ট ফান্ড হতে মাসিক অনুদানের বিল ফরম (নাটা), Benevolent Fund, Benevolent, Fund, বেনাভোলেন্ট ফান্ড,  বেনাভোলেন্ট, ফান্ড"
,4326,,,জিপিএফ এর অগ্রিম/আংশিক/ চূড়ান্ত উত্তোলনের আবেদন (নাটা),19,"Application for advance / partial/ final withdrawal of GPF (NATA) , জিপিএফ এর অগ্রিম/আংশিক/ চূড়ান্ত উত্তোলনের আবেদন (নাটা)"
,4328,,,বিদেশী সংস্থায় নিয়োগের নিমিত্ত কর্মচারিদের আবেদন অগ্রায়ণ  (নাটা),19,"Processing of applications of employees for employment in foreign organizations (NATA) ,  বিদেশী সংস্থায় নিয়োগের নিমিত্ত কর্মচারিদের আবেদন অগ্রায়ণ  (নাটা)"
,4331,,,অফিসার্স  ডরমেটরি/ গেস্ট হাউস/ ডরমেটরি সেবা (অভ্যন্তরীণ) নাটা,19,"অফিসার্স  ডরমেটরি/ গেস্ট হাউস/ ডরমেটরি সেবা (অভ্যন্তরীণ) নাটা, অফিসারস ডরমেটরি, গেস্ট হাউস, ডরমেটরি সেবা, (ইনডোর) নাটা, Officers Dormitory/ Guest House/ Dormitory Service (Indoor) Nata"
,4333,,,কর্মচারিদের চাকরি স্থায়ীকরণ ( গ্রেড-১০ থেকে গ্রেড-২০) (নাটা),19,"কর্মচারিদের চাকরি স্থায়ীকরণ , কর্মচারিদের চাকরি স্থায়ীকরণ ( গ্রেড-১০ থেকে গ্রেড-২০) , Job confirmation , Job application"
,4335,,,অফিসার্স ডরমেটরি/গেস্ট হাউস/ডরমেটরি সেবা (আউটডোর) নাটা,36,"অফিসারস ডরমেটরি/গেস্ট হাউস/ডরমেটরি সেবা (আউটডোর), Officers Dormitory/ Guest House/Dormitory Services (outdoor)"
,4337,,,ক্যাফেটেরিয়া সার্ভিস (আউটডোর) নাটা,36,"ক্যাফেটেরিয়া সার্ভিস, Cafeteria Service, ক্যাফেটেরিয়া, Service , ক্যাফেটেরিয়া সার্ভিস (আউটডোর) নাটা , Cafeteria Service(Outdoor) NATA"
,4339,,,কর্মচারিদের পিআরএল ও লাম্পগ্র্যান্ট মঞ্জুর আবেদন ( ১০ম গ্রেড - ২০তম গ্রেড ) (নাটা),19,"কর্মচারিদের অবসর, পিআরএল আবেদন , Employees Retirement, PRL Application , অবসর, Retirement"
,4340,,,ক্যাফেটেরিয়া সার্ভিস (ইনডোর) নাটা,19,"ক্যাফেটেরিয়া সার্ভিস, Cafeteria Service, ক্যাফেটেরিয়া, Service , ক্যাফেটেরিয়া সার্ভিস (ইনডোর) নাটা , Cafeteria Service (Indoor) NATA"
,4342,,,কর্মচারিদের পেনশন ও আনুতোষিক মঞ্জুর (নাটা),19,"কর্মচারিদের পেনশন ও আনুতোষিক মঞ্জুর (নাটা) , Employees Pension and Gratuity Allowance (NATA) , পেনশন , আনুতোষিক , Pension , Gratuity"
,4343,,,সেমিনার/ওয়ার্কশপ/সিম্পোজিয়াম আয়োজন (স্পন্সরড),13,"সেমিনার/ওয়ার্কশপ/সিম্পোজিয়াম আয়োজন , সেমিনার , ওয়ার্কশপ , সিম্পোজিয়াম , আয়োজন , Organize the seminars/workshops/symposiums, Organize, seminars, workshops, symposiums"
,4346,,,কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর(নাটা),19,"কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর(নাটা) , Employees are granted recreational leave (NATA) , শ্রান্তিবিনোদন , ছুটি , leave ."
,4347,,,রোগমুক্ত ও পরিচ্ছন্ন বীজ আখ বিস্তার,59,"রোগমুক্ত ও পরিচ্ছন্ন বীজ আখ বিপণন , বিস্তার , রোগমুক্ত , পরিচ্ছন্ন , বীজ , আখ  ,  Marketing of disease free sugarcane clean seed , disease , sugarcane , seed , Dissemination"
,4349,,,উন্নত মানের তালের চারা বিপণন,59,"উন্নত মানের তালের চারা বিপণন , উন্নত , তালের , Marketing of better quality palm seedlings , Marketing , palm , palmyra"
,435,,,অগ্রিম বর্ধিত বেতন (সাধারন প্রসাশন শাখা),19,অগ্রিম বর্ধিত বেতন (সাধারন প্রসাশন শাখা)
,4352,,,কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর,19,"কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর , Employees are granted recreational leave"
,4355,,,তথ্য অধিকার আইনের আওতায় নাগরিককে তথ্য প্রদান (জাতীয় মহিলা সংস্থা),36,"তথ্য অধিকার আইনের আওতায় নাগরিককে তথ্য প্রদান, তথ্য অধিকার, তথ্য প্রদান, তথ্য,  Providing information to citizens under the Right to Information Act,  information,  Right to Information"
,4356,,,মহিলাদের আত্ম- কর্মসংস্থানের জন্য ক্ষুদ্র ঋণের আবেদন,4,"মহিলা , আত্ম- কর্মসংস্থান , ক্ষুদ্র ঋণ , micro loan , self-employment ,  women , মহিলাদের আত্ম- কর্মসংস্থানের জন্য ক্ষুদ্র ঋণের আবেদন ,  Application of micro loan for self-employment of women"
,4357,,,কর্মচারিদের অর্জিত ছুটি মঞ্জুর (জাতীয় মহিলা সংস্থা),19,"কর্মচারিদের অর্জিত ছুটি মঞ্জুর , Allowance of accrued leave to employees"
,4358,,,নারী নির্যাতন প্রতিরোধ সেলের মাধ্যমে সহযোগিতার জন্যে আবেদন(জাতীয় মহিলা সংস্থা),36,"নারী , নির্যাতন , প্রতিরোধ সেল ,   cooperation ,  Women , Violence Prevention Cell ,  নারী নির্যাতন প্রতিরোধ সেলের মাধ্যমে সহযোগিতার জন্যে আবেদন ,  Application for cooperation through Women Violence Prevention Cell"
,4359,,,"কর্মচারিদের অবসর, পিআরএল, লাম্পগ্র্যান্ট, পেনশন ও আনুতোষিক মঞ্জুর",19,"Retirement, PRL, Lump Grant, Pension and Gratuity Grants to Employees, কর্মচারিদের অবসর, পিআরএল, লাম্পগ্র্যান্ট, পেনশন ও আনুতোষিক মঞ্জুর"
,4360,,,কর্মচারিদের সাধারণ ভবিষ্য তহিবলে জমাকৃত টাকা অগ্রিম/ এককালীন উত্তোলন,19,"কর্মচারিদের সাধারণ ভবিষ্য তহিবলে জমাকৃত টাকা অগ্রিম/ এককালীন উত্তোলন, Advance / One Time Withdrawal of Deposits in Employees' General Provident Fund"
,4362,,,শিশু দিবা যত্ন কেন্দ্রে ভর্তির জন্য আবেদন,27,"শিশু , দিবা যত্ন কেন্দ্র , Child , ভর্তি ,   Day Care Center , শিশু দিবা যত্ন কেন্দ্রে ভর্তির জন্য আবেদন ,  Application for admission to Child Day Care Center"
,4365,,,মন্ত্রণালয়ের কর্মচারীদের পাসপোর্টের জন্য অনাপত্তি পত্র প্রদান,19,"মন্ত্রণালয়ের কর্মচারীদের পাসপোর্টের জন্য অনাপত্তি পত্র প্রদান,  Issuance of No Objection Letter for passports of Ministry employees"
,4366,,,পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা-কর্মচারদীদের না-দাবি প্রত্যায়ন পত্র প্রদান,19,"পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা-কর্মচারদীদের না-দাবি প্রত্যায়ন পত্র প্রদান, Issuance of No-Claim Certificates to officers-employees at the time of commencement of PRL or on account of transfer"
,4368,,,"অডিটোরিয়াম, কনফারেন্স রুম এবং কম্পিউটার ল্যাব ভাড়ার জন্য আবেদন",19,"অডিটোরিয়াম ,  কনফারেন্স রুম ,  কম্পিউটার ল্যাব ,  ভাড়া ,  auditorium , conference room  , computer lab"
,4371,,,কর্মচারিদের চাকরি স্থায়ীকরণ,19,"কর্মচারিদের চাকরি স্থায়ীকরণ, চাকরি স্থায়ীকরণ, Permanent employment of employees, Permanent employment, employment of employees"
,4372,,,কাঁচাপাট রপ্তানিকারক লাইসেন্স নবায়ন,45,"কাঁচাপাট রপ্তানিকারক লাইসেন্স নবায়ন,Renewal of Raw Jute Exporter License,কাঁচাপাট,রপ্তানিকারক,লাইসেন্স,নবায়ন,Jute ,Raw Jute,Raw, Jute, Renewal,kachapat, কাঁচাপাট রপ্তানিকারক, কাঁচাপাট লাইসেন্স"
,4374,,,উন্নত মানের খেজুর চারা বিপণন,59,"উন্নত মানের খেজুর চারা বিপণন , খেজুর , চারা , Marketing of quality date palm seedlings , date , palm"
,4375,,,পাসপোর্টের জন্য অনাপত্তি পত্র প্রদান (বিএসআরআই),19,"পাসপোর্টের জন্য অনাপত্তি পত্র প্রদান , পাসপোর্টের , অনাপত্তি , পত্র , Issue of No Objection Letter for Passport , Objection , Letter , Passport"
,4376,,,পাটজাত পণ্য প্রস্তুতকারক লাইসেন্স নবায়ন,45,"পাটজাত পণ্য প্রস্তুতকারক লাইসেন্স নবায়ন, Jute Product Manufacturer License Renewal,পাটজাত ,পণ্য,  প্রস্তুতকারক, লাইসেন্স, Jute, Product,  Manufacturer,  License, Renewal,patjatponno"
,4379,,,কর্মচারিদের প্রাপ্যতা মোতাবেক বাসা বরাদ্দ (বিএসআরআই),19,"কর্মচারিদের প্রাপ্যতা মোতাবেক বাসা বরাদ্দ , প্রাপ্যতা , বাসা , বরাদ্দ , Allotment of accommodation subject to availability of employees , Allotment , accommodation , subject , availability"
,4381,,,গাড়ি রিকুইজিশনের আবেদন(বিএসআরআই),19,"গাড়ি রিকুইজিশনের আবেদন , Vehicle requisition application , গাড়ি , রিকুইজিশনের , Vehicle , requisition , application, গাড়ি রিকুইজিশনের আবেদন(বিএসআরআই)"
,4384,,,জিরো ক্যালরি স্টেভিয়ার চারা বিপণন,59,"জিরো ক্যালরি স্টেভিয়া চারা বিপণন , জিরো , ক্যালরি , স্টেভিয়া ,  Marketing zero calorie stevia seedlings , zero , calorie , stevia, জিরো ক্যালরি স্টেভিয়ার চারা বিপণন"
,4386,,,কর্মচারিদের ঋণ/অগ্রিম মঞ্জুরি (বীজ প্রত্যয়ন এজেন্সী),19,"Employee Loans/Advance Sanctions (Seed Certification Agency), কর্মচারিদের ঋণ/অগ্রিম মঞ্জুরি (বীজ প্রত্যয়ন এজেন্সী)"
,4389,,,চাকরি হতে অব্যাহতির জন্য আবেদন (বিএসআরআই),19,"চাকরি হতে অব্যাহতির জন্য আবেদন , চাকরি , অব্যাহতির , Application for exemption from employment , exemption , employment"
,439,,,"মাধ্যমিক ও উচ্চ শিক্ষা অধিদপ্তর, অধিদপ্তরাধীন অফিস ও শিক্ষা প্রতিষ্ঠানে কর্মরত কর্মকর্তাদের চিকিৎসা ছুটির আবেদন ও প্রযোজ্য ক্ষেত্রে মন্ত্রণালয়ে অগ্রায়ন",16,"মাধ্যমিক ও উচ্চ শিক্ষা অধিদপ্তর, অধিদপ্তরাধীন অফিস ও শিক্ষা প্রতিষ্ঠানে কর্মরত কর্মকর্তাদের চিকিৎসা ছুটির আবেদন ও প্রযোজ্য ক্ষেত্রে মন্ত্রণালয়ে অগ্রায়ন"
,4390,,,কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর (বিএসআরআই),19,"কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর , শ্রান্তিবিনোদন , ছুটি , Employees are granted recreational leave , granted , recreational , leave"
,4391,,,অন্য প্রতিষ্ঠানে চাকরির জন্য আবেদন ( বিএসআরআই ),19,"অন্য প্রতিষ্ঠানে চাকরির জন্য আবেদন , প্রতিষ্ঠানে , চাকরির , Applying for a job in another organization , job , organization"
,4394,,,জাত ছাড়করণের উদ্দেশ্যে প্রার্থিত জাতের Value for cultivation & uses (VCU) পরীক্ষা,59,"জাত ছাড়করণের উদ্দেশ্যে প্রার্থিত জাতের Value for cultivation & uses (VCU) পরীক্ষা, জাত ছাড়করণ,  উদ্দেশ্যে, প্রার্থিত জাত, Value for cultivation, uses, VCU, পরীক্ষা, জাত, ছাড়করণ, উদ্দেশ্য, প্রার্থিত, জাত,  Value, cultivation, uses, VCU, Value for cultivation & uses (VCU) test for release of new varieties , Value, cultivation, uses, VCU, test, release, new, varieties"
,4396,,,সাধারণ আবেদন(বিএসআরআই),19,"সাধারণ , General , application, সাধারণ আবেদন(বিএসআরআই)"
,4397,,,গাড়ি রিকুইজিশনের আবেদন (বীজ প্রত্যয়ন এজেন্সী),19,"Vehicle requisition application (Seed Certification Agency) , গাড়ি রিকুইজিশনের আবেদন (বীজ প্রত্যয়ন এজেন্সী)"
,4398,,,কর্মচারিদের অর্জিত ছুটি মঞ্জুর (বিএসআরআই),19,"কর্মচারিদের অর্জিত ছুটি মঞ্জুর , অর্জিত , ছুটি ,  Allowance of accrued leave to employees , accrued , leave , employees"
,44,,,পশুখাদ্য উৎপাদন/ প্রক্রিয়াজাতকরণ/ সংরক্ষণকারী/ বাজারজাতকরণ প্রতিষ্ঠান (প্রিমিক্স)/ (ফিডমিল) (ক্যাটাগরি-১) হিসেবে লাইসেন্স প্রাপ্তির আবেদন,45,"পশুখাদ্য উৎপাদন/ প্রক্রিয়াজাতকরণ/ সংরক্ষণকারী/ বাজারজাতকরণ প্রতিষ্ঠান (প্রিমিক্স)/ (ফিডমিল) (ক্যাটাগরি-১) হিসেবে লাইসেন্স প্রাপ্তির আবেদন, পশুখাদ্য, উৎপাদন, প্রক্রিয়াজাতকরণ, সংরক্ষণকারী, বাজারজাতকরণ, প্রতিষ্ঠান প্রিমিক্স, ফিডমিল, ক্যাটাগরি-১, হিসেবে, লাইসেন্স, প্রাপ্তি, Application for License as Animal Feed Production/Processing/Preserving/Marketing Establishment (Premix)/ (Feed meal) (Category-I), Application, License, Animal, Feed, Production, Processing, Preserving, Marketing, Establishment, Premix, Feed meal, (Category-I)"
,4401,,,কর্মচারিদের ঋণ/অগ্রিম মঞ্জুরি ( বিএসআরআই ),19,"কর্মচারিদের ঋণ/অগ্রিম মঞ্জুরি , ঋণ , অগ্রিম , Employee Loans/Advance Sanctions , Loans , Advance , Sanctions"
,4403,,,প্রাধিকার প্রাপ্ত কর্মকর্তাগণের সরকারি আবাসিক টেলিফোনের মঞ্জুরি/ব্যক্তিগতকরণ/খাত পরিবর্তন/সংযোগ স্থানান্তর/নগদায়ন ভাতা প্রদান (বিএসআরআই),19,"প্রাধিকার , আবাসিক , টেলিফোনের , ব্যক্তিগতকরণ , খাত , সংযোগ , নগদায়নভাতা , Sanction , Privatization , Sector , Transfer , Allowance , Residential , Authorized"
,4405,,,"জাত ছাড়করণের উদ্দেশ্যে জাতের Distinctness, Uniformity & Stability (DUS) পরীক্ষা।",59,"জাত ছাড়করণের উদ্দেশ্যে জাতের Distinctness Uniformity & Stability (DUS) পরীক্ষা, জাত ছাড়করণ, উদ্দেশ্যে জাত, Distinctness Uniformity & Stability (DUS) পরীক্ষা, জাত, ছাড়করণ, উদ্দেশ্য, জাত,  Distinctness, Uniformity, Stability, DUS, পরীক্ষা, Distinctness Uniformity & Stability (DUS) test of varieties for the purpose of variety release , Distinctness, Uniformity,   Stability , DUS, test, varieties, purpose, variety, release , sca"
,4407,,,প্রদেয় ভবিষ্য তহবিল (সিপিএফ) চূড়ান্ত পরিশোধের আবেদন (বিএসআরআই),19,"প্রদেয় ভবিষ্য তহবিল (সিপিএফ) চূড়ান্ত পরিশোধের আবেদন , প্রদেয় , ভবিষ্য , সিপিএফ ,  চূড়ান্ত , পরিশোধের ,  Payable Provident Fund (CPF) Final Payment Application , Payable , Provident , CPF , Final"
,4410,,,পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা  কর্মচারীদের না-দাবি প্রত্যয়ন (বীজ প্রত্যয়ন এজেন্সী),19,"NOC of employees at the time of commencement of PRL or on account of transfer (Seed Certification Agency) , পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা  কর্মচারীদের না-দাবি প্রত্যয়ন (বীজ প্রত্যয়ন এজেন্সী)"
,4413,,,প্র্রত্যয়নের আওতাধীন বীজ পরীক্ষা ও পুনঃ পরীক্ষা,59,"প্র্রত্যয়নের আওতাধীন বীজ পরীক্ষা, প্র্রত্যয়নের আওতাধীন, বীজ পরীক্ষা, প্র্রত্যয়ন, আওতাধীন, বীজ, Seed, testing, certification, Seed testing under certification"
,4415,,,"কর্মকর্তাদের দেশে/বিদেশে উচ্চ শিক্ষার (এফফিল, এমএস বা সমমান ও পিএইচডি বা সমমান) জন্যে আবেদন (বিএসআরআই)",19,"কর্মকর্তাদের দেশে/বিদেশে উচ্চ শিক্ষার (এফফিল, এমএস বা সমমান ও পিএইচডি বা সমমান) জন্যে আবেদন , উচ্চ , এফফিল , এমএস , পিএইচডি , FPhil , MS , equivalent , PhD, বিএসআরআই, BSRI"
,4417,,,মাঠ প্রত্যয়ন,59,"মাঠ প্রত্যয়ন, মাঠ, প্রত্যয়ন, Field certification, Field, certification"
,4418,,,বেনাভোলেন্ট ফান্ড হতে অনুদানের বিল ফরম (বীজ প্রত্যয়ন এজেন্সী),19,"Bill form of donation from Benevolent Fund (Seed Certification Agency) , বেনাভোলেন্ট ফান্ড হতে অনুদানের বিল ফরম (বীজ প্রত্যয়ন এজেন্সী)"
,4421,,,প্রত্যয়ন ট্যাগের চাহিদা প্রেরণ,59,"প্রত্যয়ন ট্যাগের চাহিদা প্রেরণ, প্রত্যয়ন, ট্যাগ, চাহিদা, প্রেরণ, Sending Demand of Certification Tag, Sending, Demand, Certification, Tag"
,4424,,,কর্মচারীদের চাকরী স্থায়ীকরণ (বীজ প্রত্যয়ন এজেন্সী),19,"কর্মচারীদের চাকরী স্থায়ীকরণ , চাকরী , স্থায়ীকরণ , Permanent employment of employees , Permanent , employment , employees"
,4426,,,জিপিএফ এর অগ্রিম/আংশিক/ চূড়ান্ত উত্তোলনের আবেদন (বীজ প্রত্যয়ন এজেন্সী),19,"Application for advance / partial/ final withdrawal of GPF (Seed Certification Agency) , জিপিএফ এর অগ্রিম/আংশিক/ চূড়ান্ত উত্তোলনের আবেদন (বীজ প্রত্যয়ন এজেন্সী)"
,4427,,,কর্মচারিদের বহি: বাংলাদেশ ছুটি মঞ্জুর (বিএসআরআই),19,"কর্মচারিদের বহি: বাংলাদেশ ছুটি মঞ্জুর , বহি: , বাংলাদেশ , ছুটি , Employees out: Bangladesh leave granted , out , Bangladesh , leave"
,4428,,,মাতৃকালীন ছুটি (বীজ প্রত্যয়ন এজেন্সী),19,"Maternity leave (Seed Certification Agency) , মাতৃকালীন ছুটি (বীজ প্রত্যয়ন এজেন্সী)"
,443,,,অস্থায়ী পদের মেয়াদ সংরক্ষণ (সরকারি কলেজ শাখা কর্তৃক),19,অস্থায়ী পদের মেয়াদ সংরক্ষণ (সরকারি কলেজ শাখা কর্তৃক)
,4431,,,পাটজাত পণ্য প্রস্তুতকারক লাইসেন্স মঞ্জুরী,45,"পাটজাত পণ্য প্রস্তুতকারক লাইসেন্স ইস্যু, পাটজাত, Issue of Jute Products Manufacturers License, পাটজাত ,পণ্য, প্রস্তুতকারক, লাইসেন্স, ইস্যু, Issue of Jute, Products, Manufacturers, License"
,4433,,,"কর্মচারিদের অবসর, পিআরএল, লাম্পগ্র্যান্ট, পেনশন ও আনুতোষিক মঞ্জুর আবেদন (বীজ প্রত্যয়ন এজেন্সী)",19,"কর্মচারিদের অবসর, পিআরএল আবেদন, কর্মচারি, অবসর, পিআরএল, আবেদন, Employees Retirement, PRL Application"
,4436,,,অধ্যয়ন ছুটি (বীজ প্রত্যয়ন এজেন্সী),19,"অধ্যয়ন ছুটি (বীজ প্রত্যয়ন এজেন্সী) , Study leave (Seed Certification Agency)"
,4439,,,কাঁচাপাট রপ্তানিকারক লাইসেন্স মঞ্জুরী,45,"কাঁচাপাট রপ্তানিকারক লাইসেন্স ইস্যু, Issuance of Raw Jute Exporter License, কাঁচাপাট, রপ্তানিকারক, লাইসেন্স, ইস্যু, Issuance,  Raw, Jute, Exporter, License, kachapat"
,444,,,পাসপোর্ট এর NOC (প্রশিক্ষণ উইং কর্তৃক),16,পাসপোর্ট এর NOC (প্রশিক্ষণ উইং কর্তৃক)
,4440,,,সরকারি আবাসিক টেলিফোনের মঞ্জুরির জন্য আবেদন (বীজ প্রত্যয়ন এজেন্সী),19,"সরকারি আবাসিক টেলিফোনের মঞ্জুরির জন্য আবেদন (বীজ প্রত্যয়ন এজেন্সী) , Application for Grant of Government Residential Telephone (Seed Certification Agency)"
,4442,,,কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর (বীজ প্রত্যয়ন এজেন্সী),19,"কর্মচারিদের শ্রান্তিবিনোদন ছুটি মঞ্জুর (বীজ প্রত্যয়ন এজেন্সী) , Rest and Recreational leave (Seed Certification Agency)"
,4444,,,কর্মচারিদের অর্জিত ছুটি মঞ্জুর (বীজ প্রত্যয়ন এজেন্সী),19,"কর্মচারিদের অর্জিত ছুটি মঞ্জুর, অর্জিত ছুটি, অর্জিত, Allowance of accrued leave to employees"
,4446,,,কর্মচারিদের বহি:বাংলাদেশ ছুটি মঞ্জুর (বীজ প্রত্যয়ন এজেন্সী),19,"কর্মচারিদের বহি:বাংলাদেশ ছুটি মঞ্জুর (বীজ প্রত্যয়ন এজেন্সী) , Bangladesh leave granted to employees (Seed Certification Agency)"
,4448,,,আড়তদার লাইসেন্স ইস্যু,45,"আড়তদার লাইসেন্স ইস্যু,Issuance of persistent license"
,4450,,,ইন্টারনাল ব্রোকার লাইসেন্স ইস্যু,45,"ইন্টারনাল ব্রোকার লাইসেন্স ইস্যু , Issuance of Internal Broker License , ইন্টারনাল , Internal , ব্রোকার, Broker , লাইসেন্স, ইস্যু , License , Issuance"
,4451,,,এক্সপোর্ট ব্রোকার লাইসেন্স নবায়ন,45,"এক্সপোর্ট ব্রোকার লাইসেন্স নবায়ন,Renewal of Export Broker License"
,4453,,,ইন্টারনাল ব্রোকার লাইসেন্স নবায়ন,45,"ইন্টারনাল ব্রোকার লাইসেন্স নবায়ন , Renewal of Internal Broker License"
,4456,,,এক্সপোর্ট ব্রোকার লাইসেন্স ইস্যু,45,"এক্সপোর্ট ব্রোকার লাইসেন্স ইস্যু  , Issuance of Export Broker License"
,4459,,,কাঁচ্চা বেলার লাইসেন্স নবায়ন,45,"কাঁচা বেলার লাইসেন্স নবায়ন , Renewal of raw material license , কাঁচ্চা"
,4462,,,কাঁচা বেলার লাইসেন্স ইস্যু,45,"কাঁচা বেলার লাইসেন্স ইস্যু,Issuance of raw material license,কাঁচা, raw"
,4463,,,বিশেষ অসুস্থতাজনিত ছুটি (পাট অধিদপ্তর),19,"বিশেষ অসুস্থতাজনিত ছুটি, বিশেষ, অসুস্থতাজনিত, ছুটি, Special sick leave, Special, sick, leave"
,4464,,,অধ্যায়ন ছুটি (পাট অধিদপ্তর),19,"অধ্যায়ন ছুটি, অধ্যায়ন, ছুটি, Study leave, Study, leave"
,4467,,,নৈমিত্তিক ছুটির জন্য আবেদন (পাট অধিদপ্তর),19,"নৈমিত্তিক ছুটির জন্য আবেদন,Application for casual leave"
,4468,,,প্রেস মালিক (পাক্কা প্রেস) লাইসেন্স ইস্যু,45,"প্রেস মালিক (পাক্কা প্রেস) লাইসেন্স ইস্যু , Press owner (Pakka Press) license issue"
,447,,,নাম সংশোধন,19,"নাম সংশোধন, Name correction, নাম, সংশোধন, correction, name"
,4470,,,পাসপোর্টের অনাপত্তির জন্য আবেদন (পাট অধিদপ্তর),19,"পাসপোর্টের অনাপত্তির জন্য আবেদন, পাসপোর্ট, অনাপত্তি, Application for No Objection of Passport, Application, Objection, Passport"
,4471,,,প্রেস মালিক (কাঁচা প্রেস) লাইসেন্স নবায়ন,45,"প্রেস মালিক (কাঁচা প্রেস) লাইসেন্স নবায়ন , Renewal of Press Owner (Raw Press) License"
,4472,,,অসাধারণ ছুটি (পাট অধিদপ্তর),19,"অসাধারণ ছুটি, অসাধারণ, ছুটি, Great holiday, Great, holiday"
,4473,,,অক্ষমতাজনিত ছুটি (পাট অধিদপ্তর),19,"অক্ষমতাজনিত ছুটি, অক্ষমতাজনিত, ছুটি, Disability leave, Disability, leave"
,4474,,,পাটজাত পণ্যের ডিলার লাইসেন্স ইস্যু,45,"পাটজাত পণ্যের ডিলার লাইসেন্স ইস্যু , Issue of dealer license for jute products"
,4475,,,শ্রান্তি-বিনোদন ভাতা ও ছুটি মঞ্জুরীর আবেদন (পাট অধিদপ্তর),19,"শ্রান্তি-বিনোদন ভাতা ও ছুটি মঞ্জুরীর আবেদন, শ্রান্তি, বিনোদন, ভাতা, ছুটি, মঞ্জুরীর, আবেদন, Application for Allowance of Leisure Allowance and Leave, Allowance, Leisure, Leave"
,4476,,,অবসর-উত্তর ছুটি (পাট অধিদপ্তর),19,"অবসর-উত্তর ছুটি, অবসর, উত্তর, ছুটি, Post-retirement leave, Post, retirement, leave"
,4477,,,অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন (পাট অধিদপ্তর),19,"অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন,Application for grant of earned leave (outside Bangladesh)."
,4479,,,প্রাপ্যতাবিহীন ছুটি (পাট অধিদপ্তর),19,"প্রাপ্যতাবিহীন ছুটি, প্রাপ্যতাবিহীন, ছুটি, Unearned leave, Unearned, leave"
,448,,,"মাধ্যমিক ও উচ্চ শিক্ষা অধিদপ্তর, অধিদপ্তরআধীন অফিস ও শিক্ষা প্রতিষ্ঠানে কর্মরত ৩য় ও ৪র্থ শ্রেণী কর্মচারীদের উচ্চতর শিক্ষার জন্য ভর্তির অনুমতি প্রদান",19,"মাধ্যমিক ও উচ্চ শিক্ষা অধিদপ্তর, অধিদপ্তরআধীন অফিস ও শিক্ষা প্রতিষ্ঠানে কর্মরত ৩য় ও ৪র্থ শ্রেণী কর্মচারীদের উচ্চতর শিক্ষার জন্য ভর্তির অনুমতি প্রদান"
